PSRJ,RAJ,DECJ,POSEPOCH,F0,F1,PEPOCH,DM,S1400,DIST_DM,DIST_DM1,TYPE,ASSOC,SURVEY,P0,P1,DMEPOCH,RM,S400,S150,SPINDX,W50,W10,F2,F3,NGLT,DIST_AMN,DIST_AMX,S300,CLK,EPHEM,PSRB,PMRA,PMDEC,S50,S600,TAU_SC,ELONG,ELAT,PMELONG,PMELAT,PX,UNITS,BINCOMP,BINARY,TASC,FB0,FB1,FB2,A1,EPS1,EPS2,DIST_A,PB,S3000,S4000,S800,S2000,S900,S1600,T0,PBDOT,ECC,OM,OMDOT,M2,S350,S100,S200,S80,A1DOT,S60,S5000,DM1,S40,TASC_2,PB_2,A1_2,EPS1_2,EPS2_2,SINI,M2_2,MASS_Q,S700,KOM,KIN,H3,STIG,H4,GAMMA,DM2,S100G,S150G,OM_ASC,DM3,T0_2,T0_3,PB_3,A1_3,ECC_2,ECC_3,OM_2,OM_3,SINI_2,SINI_3,M2_3,A12DOT,OM2DOT,P1˙,S6000,XDOT,F4,F5,S8000,S9000,DM4,DM5,ECCDOT,DTHETA,S1500,coord
J1906+1854,19:06:44.71,+18:54:08.5,,,,49079.5,156.7676,,6.721,5.997,,,"ar3,ar4,lotaas",1.0190928,2.054E-16,56773,388,4.6,8.4,-1.2,74,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"286.68629166666665,18.90236111111111"
J1907+0249,19:07:42.03,+02:49:41,,2.8418825,-9.17E-15,52554,261,0.46,8.751,6.45,,,"pksmb,palfa",0.35187945,1.1354215E-15,,369,,,-2.25,21.7,32.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"286.925125,2.8280555555555553"
J1907+0255,19:07:17.90,+02:55:02.7,,,,56700,257,0.14,7.986,6.27,,,palfa,0.61876065,2.23E-16,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"286.8245833333333,2.9174166666666665"
J1907+0345,19:07:14.543,+03:45:10.6,,4.1640077,-1.4256E-13,51999,311.7,0.17,9.481,7.092,,,"pksmb,palfa",0.24015325,8.221946E-15,,426.9,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"286.8105958333333,3.7529444444444446"
J1907+0534,19:07:23.34,+05:34:53,,0.87842375,-2.43E-15,51719,524,0.36,11.835,9.544,,,"pksmb,palfa",1.1384027,3.1491849E-15,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"286.84725,5.581388888888888"
J1907+0602,19:07:54.74,+06:02:16.9,,9.377982,-7.63559E-12,54935,82.1,0.0034,2.576,3.212,HE,GRS:4FGL_J1907.9+060,FermiBlind,0.10663275,8.68208E-14,,,,,,,,1.88E-22,,,0.99,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"286.9780833333333,6.038027777777778"
J1907+0631,19:07:03.816,+06:31:18.9,,,,56985,429.4,0.25,6.803,7.92,,SNR:G40.5-0.5[lsb+17,palfa,0.32364804,4.521551E-13,,435.5,,,,18,38.56,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"286.76589999999993,6.521916666666667"
J1907+0658g,19:07:34,+06:58,,,,,523,0.054,7.715,9.009,,,fast_gpps,0.21834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"286.89166666666665,6.966666666666667"
J1907+0709g,19:07:57,+07:09,,,,,278.1,0.084,5.397,6.15,,,fast_gpps,0.3441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"286.98749999999995,7.15"
J1907+0731,19:07:54.79,+07:31:21.9,,2.7496977,-1.3924E-13,52352,239.8,0.35,4.994,5.681,,,"pksmb,palfa",0.36367634,1.841595E-14,,,,,,11,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"286.9782916666666,7.52275"
J1907+0740,19:07:44.118,+07:40:22.6,,1.7400445,-2.033E-15,51354,332,0.41,5.81,6.851,,,"pksmb,palfa",0.574698,6.7145466E-16,,571,,,-1.79,12,21,,,,,,,,,,,,,,0.00016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"286.93382499999996,7.672944444444445"
J1907+0833,19:07:57.044,+08:33:59.99,,,,56161,511.68,0.1,8.31,9.23,,,palfa,0.16762757,3.69542E-15,,,,,,15,,,,,,,,UTC(NIST),DE436,,,,,,0.029,,,,,,TDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"286.9876833333333,8.56666388888889"
J1907+0859,19:07:01.913,+08:59:43.8,,,,56700,190,0.07,4.989,5.193,,,palfa,1.5270423,5.5446E-15,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"286.7579708333333,8.9955"
J1907+0918,19:07:22.441,+09:18:30.76,,,,51319,357.8,0.2,8.223,7.794,,,"misc,pksmb,palfa",0.2261071,9.42955E-14,,688.8,0.4,,-0.3,1.8,4.2,,,,,,,,,,,,,,0.0004985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"286.8435041666666,9.308544444444445"
J1907+0919,19:07:14.33,09:19:20.1,51052,,,53633,,,,,"AXP,NRAD","SNR:G42.8+0.6(?),XRS",misc,5.198346,9.2E-11,,,,,,,,,,,,,,,,,0.6,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"286.8097083333333,9.32225"
J1907+1149,19:07:37.78,+11:49:37.1,,0.70414585,-7.9226E-14,53445,202.8,0.156,7.551,5.902,,,"pksmb,palfa",1.4201603,1.5978739E-13,,,,,,14,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"286.9074166666666,11.826972222222222"
J1907+1247,19:07:10.70,+12:47:35.9,,,,51600,257,,10.526,7.823,,,ar1,0.82709736,1.948E-15,,,0.8,,,18,33,,,,,,,,,B1904+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"286.7945833333333,12.793305555555555"
J1907-1532,19:07:06.78,-15:32:14.9,,,,55424,72.6,,3.475,2.121,,,htru_pks,0.63223535,3.084E-15,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"286.77824999999996,-15.537472222222222"
J1907+4002,19:07:34.656,40:02:05.71,48713,0.8092203,-3.54075E-16,48713,30.966,1.8,2.46,2.241,,,"gb1,gb2,gb4,lotaas",1.2357575,5.4070666E-16,56789,5.41,23,53,-2,58.5,72.5,-2.9E-28,,,,,,,,B1905+39,11,11,,13,0.0000000832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"286.89439999999996,40.03491944444444"
J1907+57,19:07,57,,,,,54.63,,6.706,3.591,,,gbncc,0.424,,,,,,,8,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"286.75,57.0"
J1908+0128,19:08:18.80366,01:28:22.714,,212.6608,-2.383E-15,59055.15,75.0575,0.143,2.627,2.764,,,fast_crafts,0.004702324,5.2692542E-20,,-35.6,,,,,,,,,,,,,DE438,,,,,,,,,,,,TDB,He[mzl+23],ELL1,,,,,38.482388,0.00007999,0.000253,,84.1922,,,,,,,58872.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.0783485833333,1.4729761111111113"
J1908+0457,19:08:16.15,+04:57:41,,,,49079.5,360,0.93,11.278,7.81,,,"misc,pksmb,palfa",0.8467928,9.8E-16,,929,,,-2.8,42,59,,,,,,,,,,,,,,0.000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.0672916666666,4.961388888888889"
J1908+0500,19:08:05.162,+05:00:54.45,,,,49079.5,201.42,0.79,5.845,5.211,,,"ar3,pksmb,palfa",0.29102078,2.5856E-15,,120.6,6.1,,-1.6,2.3,5.4,,,,,,,,,,,,,,0.000098,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.0215083333333,5.015125"
J1908+0558,19:08:01.997,+05:58:33.94,,,,57632,457.7,0.05,10.615,8.694,,,"palfa,fast_gpps",0.16867755,2.2796E-15,,,,,,6,,,,,,,,UTC(NIST),DE436,,,,,,,,,,,,TDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.0083208333333,5.976094444444445"
J1908+0734,19:08:17.010,+07:34:14.36,,,,49079.5,11.104,0.54,0.669,1.001,,,"ar3,pksmb,palfa",0.21235268,8.2459E-16,,-19,3.5,,,3.1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.07087499999994,7.570655555555556"
J1908+0811g,19:08:44,+08:11,,,,,300.1,0.019,5.643,6.56,,,fast_gpps,0.18164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.1833333333333,8.183333333333334"
J1908+0833,19:08:20.960,+08:33:31.5,,,,56700,700.1,0.2,11.32,12.825,,,palfa,0.5121107,1.9872E-15,,,,,,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.0873333333333,8.55875"
J1908+0839,19:08:18.51,+08:39:59.2,,5.3938236,-6.943E-14,51550,512.1,0.49,8.272,9.264,,,"pksmb,palfa",0.18539724,2.3864575E-15,,,,,,8.9,,,,,,,,,,,,,,,0.0114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.07712499999997,8.666444444444444"
J1908+0909,19:08:07.437,+09:09:12.4,,2.9712856,-3.07862E-13,51525,467.5,0.22,8.906,8.983,,,"pksmb,palfa",0.33655465,3.4871232E-14,,,,,,6.9,18,1.2E-24,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.0309875,9.153444444444444"
J1908+0916,19:08:58.76,+09:16:14,,,,42832.5,249.8,0.23,5.561,5.941,,,"ar1,pksmb,palfa",0.8302699,9.8E-17,,,5,,,24,94,,,,,,,,,B1906+09,,,,,0.00031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.2448333333333,9.270555555555557"
J1908+0949g,19:08:08,+09:49,,,,,220.3,0.019,6.001,5.695,,,fast_gpps,0.00905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.0333333333333,9.816666666666666"
J1908+1035g,19:08:23,+10:35,,,,,10.9,0.012,0.671,0.593,,,fast_gpps,0.01069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.0958333333333,10.583333333333334"
J1908+1351,19:08:35.31,+13:51:40,,,,58489,180.59,0.022,6.884,6.119,,,palfa,3.1748319,3.7E-15,,,,,,5,,,,,,,,UTC(NIST),DE436,,,,,,,,,,,,TDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.14712499999996,13.86111111111111"
J1908+2105,19:08:57.2940,+21:05:02.726,,389.95587,-2.1038E-15,56930,61.9067,,2.601,3.18,HE[drc+21],GRS:4FGL_J1908.9+210,FermiAssoc,0.0025643928,1.383482E-20,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,TDB,UL[cck+16],ELL1,56478.285,,,,0.116901,,,,0.14631684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.23872499999993,21.084090555555555"
J1908+2351,19:08:31.94,23:51:41.9,,,,51561,101.695,,5.405,4.62,,,ar4,0.37757802,1.7E-17,56779,,0.9,2.3,-0.9,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.13308333333333,23.86163888888889"
J1909+0007,,,48740,0.9833341,-5.33615E-15,48740,112.787,0.87,4.358,3.572,,,"misc,mol2,gb2,ar2,pk",1.0169483,5.5185607E-15,,-40,12,36,-1.8,6,21,1.7E-28,,3,,,,,,B1907+00,5,-32,,7.3,,288.8736,22.43936,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0,0.0"
J1909+0254,,,49695,1.0102732,-5.63944E-15,49695,171.734,0.63,5.883,4.944,,,"jb1,mol2,pksmb,gb4,p",0.98983127,5.525331E-15,,254,21,70,-2.36,7.7,33,7.41E-26,,,3.6,7.7,,,,B1907+02,,,,6.1,0.0000029,289.28287,25.19544,1,,,,,,,,,,,,,4.5,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0,0.0"
J1909+0616,19:09:51.21,+06:16:51.8,,1.322764,-3.601E-14,51720,352,0.33,9.559,7.655,,,"pksmb,ar4,palfa",0.7559927,2.0580615E-14,,12,,,,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.4633749999999,6.281055555555556"
J1909+0641,19:09:29.052,+06:41:25.8,,,,54870,36.7,0.112,1.325,2.222,RRAT,,palfa,0.7417619,3.2239E-15,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.37104999999997,6.6905"
J1909+0657g,19:09:14,+06:57,,,,,59.9,0.087,1.806,2.797,,,fast_gpps,1.24589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.3083333333333,6.95"
J1909+0749,19:09:08.2,+07:49:32,,,,54870,539.36,0.226,8.286,9.481,,,palfa,0.2371613,1.5192E-13,,-240.9,,,,8.3,10.67,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.28416666666664,7.825555555555555"
J1909+0905g,19:09:39,+09:05,,,,,250.6,0.012,5.363,5.872,,,fast_gpps,1.49488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.41249999999997,9.083333333333334"
J1909+0912,19:09:19.91,+09:12:53.7,,4.4853253,-7.2033E-13,51496,421.5,0.4,7.608,8.187,,,"pksmb,palfa",0.22294927,3.5804994E-14,,253.3,,,,11,,,,2,,,,,,,,,,,0.0104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.3329583333333,9.214916666666666"
J1909+0930g,19:09:47,+09:30,,,,,479.6,0.016,8.378,8.488,,,fast_gpps,2.02078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.44583333333327,9.5"
J1909+1102,19:09:48.6829,+11:02:03.044,57600,3.5255697,-3.28178E-14,57600,149.982,3.2,4.788,4.176,,,"jb1,ar1,mol2,jb2,gb3",0.2836421,2.6402853E-15,,540,50,217,-1.89,4.2,11,1E-24,,2,4,5.9,,,,B1907+10,,,,17.5,0.0000081,,,-5,8,,TCB,,,,,,,,,,4.8,,0.34,,10,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.45284541666666,11.034178888888889"
J1909+1132g,19:09:37,+11:32,,,,,276.1,0.015,8.104,6.903,,,fast_gpps,0.0068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.4041666666666,11.533333333333333"
J1909+1148,19:09:31.379,+11:48:59.86,,,,56700,199.8,0.09,7.126,5.639,,,palfa,0.44894546,7.25E-17,,,,,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.38074583333326,11.816627777777779"
J1909+1205,19:09:51.47,+12:05:47,,,,55897,302.5,0.1,10.13,7.957,,,"palfa,fast_gpps",1.2293124,3.4E-15,,,,,,47,,,,,,,,UTC(NIST),DE436,,,,,,,,,,,,TDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.46445833333325,12.096388888888889"
J1909+1450,19:09:26.96,+14:50:58,,,,49079.5,119.5,,4.411,4.653,,,ar3,0.9961078,2.19E-16,,407.9,1.1,,,36,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.3623333333333,14.849444444444446"
J1909+1859,19:09:18.604,+18:59:10.74,,,,49079.5,64.517,,2.447,3.164,,,"ar3,ar4",0.5424511,9.7E-17,56748,216.7,5.4,6,-0.8,12,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.3275166666666,18.986316666666667"
J1909-3744,19:09:47.43,-37:44:14.58,55635,339.31567,-1.614814E-15,55635,10.39077,1.8,0.564,0.457,,,"pkssw,gbncc",0.0029471081,1.402538E-20,56000,-0.662,,,-1.29,0.0437,0.09,,,,,,,TT(BIPM2018),DE436,,,,,,,284.22086,-15.15552,-13.8619,-34.327,0.86,TCB,He[jhb+05],T2,53630.723,,,,1.8979912,0.000000039,-0.000000099,1.14,1.5334495,0.76,,3.2,,,,,5.093E-13,,,,0.2081,7,,,,-3.2E-16,,,-0.000000053,,,,,,,0.99809,,,4.9,39,93.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0,0.0"
J1910-0112,19:10:15.7,-01:12:06,,0.7349683,-9.6E-17,53174,178,0.07,8.105,5.055,,,pksmb,1.3606029,1.7771907E-16,,,,,,50,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.5654166666667,-1.2016666666666667"
J1910+0225,19:10:10.359,+02:25:23.6,,2.959851,-2.298E-15,52586,209,0.6,7.932,5.838,,,"pksmb,gbncc",0.33785483,2.6230726E-16,,323,,,-2.99,17,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.5431625,2.423222222222222"
J1910-0309,19:10:29.692,-03:09:54.1,57600,1.9817439,-8.61183E-15,57600,205.53,0.55,14.441,6.066,,,"mol2,gb3,pks70,pksmb",0.50460607,2.1928067E-15,,152,27,36,-2.6,5.9,25,-2.2E-25,,3,,,,,,B1907-03,,,,5.8,0.0000196,,,,,,TCB,,,,,,,,,,,,,,5.1,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.62371666666667,-3.1650277777777776"
J1910+0358,,,50026,0.42913616,-8.2339E-16,50026,82.93,1.5,2.859,3.172,,,"misc,mol2,pksmb,lota",2.3302627,4.47111E-15,,-127,21,50,-0.7,52,457,1.4E-26,,1,,,,,,B1907+03,,,,16,,289.57962,26.2295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0,0.0"
J1910+0435,19:10:11.072,+04:35:29.5,,,,57862,297,0.09,11.322,7.359,,,palfa,0.6646794,1.72366E-14,,,,,,15,,,,,,,,UTC(NIST),DE436,,,,,,,,,,,,TDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.5461333333333,4.591527777777777"
J1910+0517,19:10:37.907,+5:17:56.1,,3.246248,-7.698E-15,56700,300,0.5,11.021,7.297,,,palfa,0.30804795,7.3049037E-16,,,,,,13,,7.5E-24,-1.8E-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6E-38,,,,,,,,,"287.6579458333333,5.298916666666667"
J1910+0534,19:10:26.51,+05:34:09,,2.208152,-9.38E-15,51709,484,0.41,21.255,10.721,,,"pksmb,palfa",0.45286736,1.9237334E-15,,,,,,25.8,,,,,,,,,,,,,,,0.0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.6104583333333,5.569166666666667"
J1910-0556,19:10:16.523,-05:56:29.9,57325,1.7933705,-1.9171E-15,57325,88.3,0.26,3.822,2.683,,,pks_superb,0.55760926,5.9608027E-16,57325,75,,,,15.2,,,,,,,,,DE421,,,,,,,,,,,,TCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.5688458333333,-5.941638888888889"
J1910+0710,19:10:13.873,+07:10:46.4,,,,57671,254.1,0.032,5.974,6.051,,,"palfa,fast_gpps",0.5386468,2.05E-16,,,,,,16,,,,,,,,UTC(NIST),DE436,,,,,,,,,,,,TDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.55780416666664,7.179555555555556"
J1910+0714,19:10:18.597,+07:14:11.8,,,,49079.5,124.06,0.36,3.679,4.055,,,"ar3,pksmb,palfa",2.7124228,6.122E-15,,158,5.4,,-2.53,19,48,,,,,,,,,,,,,,0.00023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.57748749999996,7.236611111111111"
J1910+0728,19:10:22.079,+07:28:37.09,,3.0729961,-7.84378E-14,52187,283.7,0.87,6.233,6.472,,,"pksmb,palfa",0.3254153,8.30618E-15,,550,,,-0.7,15,20,,,,,,,,,,,,,2.4,0.001412,,,,,,,,,,,,,,,,,,0.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.5919958333333,7.476969444444444"
J1910+1017,19:10:26.124,+10:17:54.09,,,,55938,633.83,0.037,13.677,12.479,,,palfa,0.41115886,5.4152E-15,,,,,,11,,,,,,,,UTC(NIST),DE436,,,,,,,,,,,,TDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.60884999999996,10.298358333333333"
J1910+1026,19:10:48.753,+10:26:52.5,,,,56334,712.8,0.058,15.743,14.898,,,"palfa,fast_gpps",0.531493,2.57067E-13,,,,,,13,,,,1,,,,UTC(NIST),DE436,,,,,,,,,,,,TDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287.70313749999997,10.447916666666666"
